trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 47.2531, 18.6036, 10, 1.6764, 80, 100, -0.4992, 2.3987, 0.8063, -0.9277, 1.8419, 0.8234, -1.3069, 1.5079, 1.2860
2, 50.5540, 19.9031, 10, 1.6764, 80, 100, -0.4991, 2.3987, 0.8063, -0.9450, 1.8267, 0.8183, -1.2911, 1.5230, 1.2640
3, 44.9624, 17.7017, 10, 1.6764, 80, 100, -0.4981, 2.3990, 0.8057, -1.0797, 1.8084, 1.0756, -1.0168, 1.8973, 0.9540
4, 64.4897, 25.3896, 10, 1.6764, 80, 100, -0.4991, 2.3987, 0.8062, -1.1234, 1.6393, 1.0540, -1.2588, 1.5480, 1.2581
5, 43.5544, 17.1474, 10, 1.6764, 80, 100, -0.4982, 2.3990, 0.8057, -1.0102, 1.7495, 0.9663, -1.3224, 1.4812, 1.3184
6, 40.8984, 16.1017, 10, 1.6764, 80, 100, -0.4981, 2.3991, 0.8056, -0.9427, 1.8263, 0.8912, -1.3229, 1.4824, 1.3149
7, 40.4113, 15.9100, 10, 1.6764, 80, 100, -0.4992, 2.3987, 0.8062, -0.9709, 1.7926, 0.9289, -1.3512, 1.4500, 1.3442
8, 44.7929, 17.6350, 10, 1.6764, 80, 100, -0.4992, 2.3987, 0.8062, -1.0266, 1.7378, 0.9797, -1.3122, 1.4911, 1.3128
9, 46.1617, 18.1739, 10, 1.6764, 80, 100, -0.4980, 2.3991, 0.8057, -1.0705, 1.6879, 1.0270, -1.3375, 1.4582, 1.3399
10, 49.9001, 19.6457, 10, 1.6764, 80, 100, -0.4991, 2.3987, 0.8062, -1.1044, 1.6569, 1.0585, -1.3226, 1.4768, 1.3267
11, 25.3172, 9.9674, 10, 1.6764, 80, 100, -0.4980, 2.3991, 0.8057, -0.5749, 2.2070, 0.6449, -1.3400, 1.4734, 1.3507
12, 23.3369, 9.1877, 10, 1.6764, 80, 100, -0.4991, 2.3987, 0.8064, -0.5465, 2.2445, 0.6358, -1.3259, 1.4882, 1.3375
13, 33.1780, 13.0622, 10, 1.6764, 80, 100, -0.4991, 2.3987, 0.8063, -0.9458, 1.8369, 0.9508, -1.3086, 1.5069, 1.3206
14, 33.4944, 13.1868, 10, 1.6764, 80, 100, -0.4981, 2.3991, 0.8056, -0.9321, 1.8408, 0.9403, -1.3176, 1.4963, 1.3285
15, 30.3556, 11.9510, 10, 1.6764, 80, 100, -0.4991, 2.3988, 0.8062, -0.8123, 1.9567, 0.8364, -1.3406, 1.4694, 1.3458
16, 31.0142, 12.2103, 10, 1.6764, 80, 100, -0.4980, 2.3991, 0.8056, -0.8471, 1.9264, 0.8635, -1.3402, 1.4692, 1.3476
17, 30.8381, 12.1410, 10, 1.6764, 80, 100, -0.4980, 2.3991, 0.8056, -0.8560, 1.9113, 0.8810, -1.3221, 1.4834, 1.3357
18, 35.5642, 14.0017, 10, 1.6764, 80, 100, -0.4992, 2.3987, 0.8063, -0.9617, 1.8096, 0.9600, -1.3210, 1.4872, 1.3351
19, 27.0758, 10.6598, 10, 1.6764, 80, 100, -0.4981, 2.3991, 0.8056, -0.8491, 1.9560, 0.8764, -1.3392, 1.4795, 1.3494
20, 26.0619, 10.2606, 10, 1.6764, 80, 100, -0.4981, 2.3991, 0.8057, -0.6418, 2.1333, 0.7063, -1.3223, 1.4907, 1.3374
