trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 198.9989, 78.3460, 10, 1.6764, 80, 500, -1.4975, 2.4228, 0.7977, -1.5578, -2.3476, 1.3317, -1.5952, -2.1247, 1.3960
2, 229.8155, 90.4785, 10, 1.6764, 80, 500, -1.4977, 2.4227, 0.7975, -1.5631, -2.3200, 1.3244, -1.6023, -2.1219, 1.3976
3, 179.5953, 70.7068, 10, 1.6764, 80, 500, -1.4965, 2.4232, 0.7990, -1.5646, -2.3288, 1.3288, -1.6113, -2.0521, 1.3942
4, 422.6956, 166.4156, 10, 1.6764, 80, 500, -1.4966, 2.4231, 0.7991, -1.5676, -2.2629, 1.3118, -1.5981, -2.2051, 1.3974
5, 402.3332, 158.3989, 10, 1.6764, 80, 500, -1.4977, 2.4227, 0.7977, -1.5695, -2.2796, 1.3096, -1.5991, -2.2128, 1.3903
6, 426.3877, 167.8692, 10, 1.6764, 80, 500, -1.4976, 2.4226, 0.7978, -1.5658, -2.2817, 1.3103, -1.5965, -2.2233, 1.3992
7, 418.2457, 164.6637, 10, 1.6764, 80, 500, -1.4977, 2.4226, 0.7976, -1.5661, -2.2505, 1.3010, -1.5882, -2.2889, 1.3989
8, 467.5621, 184.0796, 10, 1.6764, 80, 500, -1.4976, 2.4227, 0.7977, -1.5670, -2.2422, 1.2994, -1.5936, -2.2400, 1.3945
9, 246.4776, 97.0384, 10, 1.6764, 80, 500, -1.4977, 2.4226, 0.7975, -1.5772, -2.1827, 1.2931, -1.5892, -2.3217, 1.4025
10, 460.9359, 181.4708, 10, 1.6764, 80, 500, -1.4977, 2.4228, 0.7978, -1.5670, -2.2655, 1.3044, -1.5962, -2.2331, 1.3974
11, 148.9062, 58.6245, 10, 1.6764, 80, 500, -1.4978, 2.4228, 0.7977, -1.5494, -2.3782, 1.3291, -1.6082, -2.0030, 1.3888
12, 172.4648, 67.8995, 10, 1.6764, 80, 500, -1.4977, 2.4227, 0.7975, -1.5530, -2.3824, 1.3297, -1.6000, -2.1147, 1.3860
13, 164.4850, 64.7579, 10, 1.6764, 80, 500, -1.4977, 2.4227, 0.7976, -1.5537, -2.3713, 1.3251, -1.5997, -2.1040, 1.3765
14, 155.0617, 61.0479, 10, 1.6764, 80, 500, -1.4975, 2.4228, 0.7975, -1.5549, -2.3780, 1.3288, -1.6119, -2.0283, 1.3886
15, 165.2260, 65.0496, 10, 1.6764, 80, 500, -1.4977, 2.4227, 0.7976, -1.5565, -2.3920, 1.3291, -1.6040, -2.1073, 1.3847
16, 146.2472, 57.5776, 10, 1.6764, 80, 500, -1.4976, 2.4227, 0.7975, -1.5558, -2.3927, 1.3327, -1.6092, -2.0579, 1.3821
17, 146.9002, 57.8347, 10, 1.6764, 80, 500, -1.4977, 2.4227, 0.7975, -1.5528, -2.3832, 1.3264, -1.6099, -2.0188, 1.3823
18, 126.9544, 49.9821, 10, 1.6764, 80, 500, -1.4977, 2.4226, 0.7976, -1.5443, -2.3853, 1.3252, -1.6066, -1.9259, 1.3781
19, 134.1130, 52.8004, 10, 1.6764, 80, 500, -1.4978, 2.4226, 0.7976, -1.5471, -2.3885, 1.3283, -1.6037, -1.9912, 1.3794
20, 121.0864, 47.6718, 10, 1.6764, 80, 500, -1.4976, 2.4227, 0.7976, -1.5529, -2.4171, 1.3355, -1.6183, -1.9773, 1.3729
