trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 26.1562, 10.2977, 10, 1.6256, 80, 200, -1.4979, 2.4227, 0.7980, -1.5106, 0.7267, 1.1440, -1.4708, 1.4317, 0.8899
2, 23.2888, 9.1688, 10, 1.6256, 80, 200, -1.4977, 2.4227, 0.7975, -1.5082, 0.7376, 1.1405, -1.4812, 1.3340, 0.9352
3, 20.7850, 8.1831, 10, 1.6256, 80, 200, -1.4976, 2.4228, 0.7976, -1.5068, 0.7530, 1.1321, -1.4834, 1.3026, 0.9530
4, 19.4400, 7.6535, 10, 1.6256, 80, 200, -1.4975, 2.4228, 0.7977, -1.5172, 0.6937, 1.1680, -1.4912, 1.2950, 0.9708
5, 23.1002, 9.0946, 10, 1.6256, 80, 200, -1.4977, 2.4227, 0.7977, -1.5130, 0.7212, 1.1513, -1.4870, 1.3679, 0.9261
6, 17.7790, 6.9996, 10, 1.6256, 80, 200, -1.4976, 2.4227, 0.7979, -1.5118, 0.7229, 1.1504, -1.4891, 1.3036, 0.9689
7, 20.6398, 8.1259, 10, 1.6256, 80, 200, -1.4980, 2.4227, 0.7977, -1.5097, 0.7321, 1.1481, -1.4872, 1.3289, 0.9499
8, 20.1631, 7.9382, 10, 1.6256, 80, 200, -1.4974, 2.4229, 0.7978, -1.5150, 0.6925, 1.1694, -1.4910, 1.2980, 0.9672
9, 22.7721, 8.9654, 10, 1.6256, 80, 200, -1.4977, 2.4228, 0.7982, -1.5112, 0.7144, 1.1549, -1.4828, 1.3256, 0.9444
10, 18.9655, 7.4667, 10, 1.6256, 80, 200, -1.4976, 2.4227, 0.7976, -1.5086, 0.7193, 1.1405, -1.4898, 1.2483, 0.9742
