trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 7.4741, 2.9426, 10, 1.6764, 80, 100, -1.4993, 2.4218, 0.7963, -1.5283, 1.4129, 1.3962, -1.5406, 2.0145, 1.0759
2, 7.1234, 2.8045, 10, 1.6764, 80, 100, -1.4992, 2.4219, 0.7963, -1.5320, 1.4152, 1.3993, -1.5425, 2.1716, 0.9918
3, 8.3507, 3.2877, 10, 1.6764, 80, 100, -1.4992, 2.4219, 0.7962, -1.5346, 1.4137, 1.4033, -1.5478, 2.0343, 1.0719
4, 8.7888, 3.4602, 10, 1.6764, 80, 100, -1.4993, 2.4218, 0.7963, -1.5350, 1.4132, 1.3984, -1.5445, 2.0884, 1.0497
5, 9.3092, 3.6650, 10, 1.6764, 80, 100, -1.4993, 2.4218, 0.7961, -1.5296, 1.4134, 1.3846, -1.5430, 1.9078, 1.1359
6, 61.8051, 24.3327, 10, 1.6764, 80, 100, -1.4996, 2.4219, 0.7964, -1.4796, 1.4398, 1.2575, -1.5415, 1.6490, 1.2813
7, 85.8643, 33.8049, 10, 1.6764, 80, 100, -1.4993, 2.4218, 0.7963, -1.3245, 1.5758, 0.8078, -1.5397, 1.6005, 1.3119
8, 86.4858, 34.0495, 10, 1.6764, 80, 100, -1.4992, 2.4218, 0.7965, -1.3238, 1.5670, 0.8153, -1.5366, 1.6081, 1.3063
9, 82.9441, 32.6552, 10, 1.6764, 80, 100, -1.4992, 2.4218, 0.7964, -1.2893, 1.6100, 0.7136, -1.5383, 1.6029, 1.3127
10, 77.0667, 30.3412, 10, 1.6764, 80, 100, -1.4992, 2.4219, 0.7962, -1.2961, 1.6694, 0.7796, -1.5115, 1.5062, 1.3137
11, 6.9723, 2.7450, 10, 1.6764, 80, 100, -1.4994, 2.4217, 0.7964, -1.5258, 1.5806, 1.2427, -1.5337, 2.7757, 0.7049
12, 8.0994, 3.1888, 10, 1.6764, 80, 100, -1.4937, 2.4186, 0.7984, -1.5246, 1.6065, 1.2180, -1.5393, 2.5237, 0.8274
13, 6.3902, 2.5158, 10, 1.6764, 80, 100, -1.4938, 2.4185, 0.7984, -1.5245, 1.5972, 1.2248, -1.5371, 2.5381, 0.7969
14, 9.0686, 3.5703, 10, 1.6764, 80, 100, -1.4939, 2.4187, 0.7983, -1.5195, 1.6226, 1.2024, -1.5344, 2.4169, 0.8860
15, 5.8777, 2.3141, 10, 1.6764, 80, 100, -1.4937, 2.4188, 0.7984, -1.5235, 1.5946, 1.2214, -1.5366, 2.6231, 0.7519
16, 5.5631, 2.1902, 10, 1.6764, 80, 100, -1.4939, 2.4186, 0.7983, -1.5170, 1.6219, 1.1969, -1.5313, 2.4665, 0.8227
17, 4.5572, 1.7942, 10, 1.6764, 80, 100, -1.4940, 2.4187, 0.7984, -1.5246, 1.5846, 1.2266, -1.5354, 2.6474, 0.7138
18, 6.3852, 2.5139, 10, 1.6764, 80, 100, -1.4936, 2.4188, 0.7984, -1.5257, 1.5983, 1.2167, -1.5339, 2.4924, 0.8203
19, 8.3220, 3.2764, 10, 1.6764, 80, 100, -1.4937, 2.4185, 0.7986, -1.5249, 1.5841, 1.2284, -1.5322, 2.3933, 0.8889
20, 10.5482, 4.1528, 10, 1.6764, 80, 100, -1.4939, 2.4187, 0.7981, -1.5227, 1.6063, 1.2145, -1.5440, 2.3004, 0.9415
