trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 79.2418, 31.1976, 10, 1.6256, 80, 500, -1.4977, 2.4227, 0.7976, -1.5057, -2.2592, 1.1464, -1.4890, -1.4925, 0.9565
2, 92.8335, 36.5486, 10, 1.6256, 80, 500, -1.4980, 2.4227, 0.7977, -1.5001, -2.2792, 1.1522, -1.4685, -1.4575, 0.9248
3, 106.7481, 42.0268, 10, 1.6256, 80, 500, -1.4980, 2.4227, 0.7977, -1.4972, -2.2701, 1.1470, -1.4734, -1.4788, 0.9011
4, 105.2546, 41.4388, 10, 1.6256, 80, 500, -1.4980, 2.4227, 0.7979, -1.4920, -2.2804, 1.1535, -1.4497, -1.3973, 0.8846
5, 113.4709, 44.6736, 10, 1.6256, 80, 500, -1.4979, 2.4227, 0.7979, -1.4978, -2.2922, 1.1620, -1.4513, -1.2811, 0.8320
6, 94.8485, 37.3419, 10, 1.6256, 80, 500, -1.4975, 2.4229, 0.7976, -1.4992, -2.3001, 1.1669, -1.4727, -1.5109, 0.9424
7, 106.6682, 41.9954, 10, 1.6256, 80, 500, -1.4975, 2.4228, 0.7977, -1.4957, -2.3026, 1.1665, -1.4612, -1.4695, 0.9076
8, 80.7142, 31.7773, 10, 1.6256, 80, 500, -1.4976, 2.4228, 0.7978, -1.4896, -2.2670, 1.1494, -1.4764, -1.6150, 0.9857
9, 92.8207, 36.5436, 10, 1.6256, 80, 500, -1.4977, 2.4227, 0.7977, -1.4908, -2.2788, 1.1549, -1.4714, -1.5439, 0.9498
10, 89.3179, 35.1645, 10, 1.6256, 80, 500, -1.4975, 2.4228, 0.7977, -1.4874, -2.2834, 1.1575, -1.4678, -1.5866, 0.9688
