trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 41.2739, 16.2496, 10, 1.6256, 80, 200, -2.8934, 2.4090, 0.1404, -1.6398, 0.6052, 1.2565, -2.1514, 1.6653, 0.7834
2, 43.3352, 17.0611, 10, 1.6256, 80, 200, -2.8935, 2.4089, 0.1401, -1.6422, 0.6101, 1.2522, -2.0953, 1.5266, 0.8721
3, 41.6908, 16.4137, 10, 1.6256, 80, 200, -2.8937, 2.4091, 0.1399, -1.6472, 0.6014, 1.2561, -2.1140, 1.5577, 0.8448
4, 41.9595, 16.5195, 10, 1.6256, 80, 200, -2.8939, 2.4096, 0.1401, -1.6397, 0.5874, 1.2666, -2.4926, 2.4280, 0.4147
5, 45.9702, 18.0985, 10, 1.6256, 80, 200, -2.8986, 2.4119, 0.7865, -1.6406, 0.5932, 1.2624, -2.0623, 1.4580, 0.9044
6, 42.1342, 16.5883, 10, 1.6256, 80, 200, -2.8938, 2.4093, 0.1398, -1.6459, 0.6035, 1.2533, -2.0233, 1.3716, 0.9280
7, 46.2747, 18.2184, 10, 1.6256, 80, 200, -2.8932, 2.4075, 0.1413, -1.6447, 0.5975, 1.2612, -2.0263, 1.3981, 0.9363
8, 42.0666, 16.5617, 10, 1.6256, 80, 200, -2.8941, 2.4093, 0.1398, -1.6449, 0.5888, 1.2708, -2.1832, 1.7201, 0.7692
9, 45.1195, 17.7636, 10, 1.6256, 80, 200, -2.8939, 2.4095, 0.1397, -1.6534, 0.6073, 1.2589, -2.0278, 1.3712, 0.9515
10, 43.0562, 16.9512, 10, 1.6256, 80, 200, -2.8937, 2.4093, 0.1402, -1.6499, 0.6007, 1.2628, -2.1322, 1.6086, 0.8294
