trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 46.8262, 18.4355, 10, 1.6764, 80, 200, -0.5054, 2.4045, 0.8044, -0.7464, 1.7262, 0.6640, -1.4150, 0.5425, 1.3706
2, 48.3606, 19.0396, 10, 1.6764, 80, 200, -0.5054, 2.4045, 0.8043, -0.7791, 1.6675, 0.6870, -1.4209, 0.5344, 1.3774
3, 69.4101, 27.3268, 10, 1.6764, 80, 200, -0.5054, 2.4045, 0.8044, -1.1652, 0.9638, 1.0580, -1.3930, 0.5981, 1.3467
4, 60.5794, 23.8501, 10, 1.6764, 80, 200, -0.5055, 2.4046, 0.8043, -1.0442, 1.1682, 0.9324, -1.4142, 0.5514, 1.3655
5, 75.4127, 29.6900, 10, 1.6764, 80, 200, -0.5055, 2.4045, 0.8043, -1.1800, 0.9230, 1.0657, -1.3945, 0.5889, 1.3467
6, 78.6113, 30.9493, 10, 1.6764, 80, 200, -0.5052, 2.4045, 0.8044, -1.2262, 0.8330, 1.1206, -1.4149, 0.5456, 1.3681
7, 84.0461, 33.0890, 10, 1.6764, 80, 200, -0.5052, 2.4046, 0.8042, -1.2249, 0.8345, 1.1219, -1.3843, 0.6016, 1.3396
8, 76.0537, 29.9424, 10, 1.6764, 80, 200, -0.5052, 2.4046, 0.8042, -1.2233, 0.8355, 1.1270, -1.4049, 0.5546, 1.3624
9, 58.8998, 23.1889, 10, 1.6764, 80, 200, -0.5053, 2.4045, 0.8043, -1.0877, 1.0824, 0.9947, -1.4310, 0.5073, 1.3878
10, 70.0595, 27.5825, 10, 1.6764, 80, 200, -0.5053, 2.4046, 0.8041, -1.1788, 0.9067, 1.0880, -1.4026, 0.5580, 1.3613
11, 153.6464, 60.4907, 10, 1.6764, 80, 200, -0.5063, 2.4042, 0.8048, -1.3087, 0.6898, 1.2167, -1.3612, 0.6502, 1.3336
12, 84.3605, 33.2128, 10, 1.6764, 80, 200, -0.5053, 2.4046, 0.8042, -1.3255, 0.6655, 1.2336, -1.2818, 0.8106, 1.2640
13, 68.8875, 27.1211, 10, 1.6764, 80, 200, -0.5055, 2.4045, 0.8043, -1.3313, 0.6598, 1.2431, -1.2785, 0.8200, 1.2618
14, 104.0435, 40.9620, 10, 1.6764, 80, 200, -0.5053, 2.4045, 0.8044, -1.2655, 0.7632, 1.1612, -1.3779, 0.6154, 1.3393
15, 123.3989, 48.5823, 10, 1.6764, 80, 200, -0.5055, 2.4046, 0.8045, -1.2745, 0.7452, 1.1643, -1.3622, 0.6465, 1.3228
16, 85.2725, 33.5719, 10, 1.6764, 80, 200, -0.5053, 2.4045, 0.8043, -1.1962, 0.8783, 1.0903, -1.3742, 0.6180, 1.3405
17, 197.0519, 77.5795, 10, 1.6764, 80, 200, -0.5053, 2.4046, 0.8042, -1.3283, 0.6464, 1.2319, -1.3402, 0.6840, 1.3101
18, 128.8551, 50.7304, 10, 1.6764, 80, 200, -0.5053, 2.4045, 0.8042, -1.2822, 0.7263, 1.1817, -1.3612, 0.6404, 1.3318
19, 53.2264, 20.9553, 10, 1.6764, 80, 200, -0.5053, 2.4045, 0.8043, -0.9427, 1.3680, 0.8420, -1.4246, 0.5168, 1.3936
20, 78.7395, 30.9998, 10, 1.6764, 80, 200, -0.5054, 2.4046, 0.8043, -1.1724, 0.9324, 1.0618, -1.3716, 0.6240, 1.3361
21, 164.5345, 64.7774, 10, 1.6764, 80, 200, -0.5056, 2.4046, 0.8044, -1.2961, 0.7154, 1.1929, -1.3414, 0.6913, 1.3087
22, 112.3322, 44.2253, 10, 1.6764, 80, 200, -0.5054, 2.4046, 0.8043, -1.2723, 0.7513, 1.1649, -1.3761, 0.6231, 1.3383
