trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 70.4274, 27.7273, 10, 1.6764, 80, 400, -0.4996, 2.3983, 0.8070, -1.4077, -1.3435, 1.2794, -1.0602, -0.0691, 0.8671
2, 265.7435, 104.6234, 10, 1.6764, 80, 400, -0.4997, 2.3984, 0.8070, -1.4032, -1.0789, 1.2643, -1.4047, -1.0528, 1.2306
3, 65.9672, 25.9714, 10, 1.6764, 80, 400, -0.4997, 2.3983, 0.8069, -1.4201, -1.3887, 1.2998, -1.0990, -0.2116, 0.9326
4, 62.6720, 24.6740, 10, 1.6764, 80, 400, -0.4998, 2.3983, 0.8071, -1.4228, -1.3950, 1.3093, -0.8323, 0.6924, 0.6768
5, 59.6652, 23.4903, 10, 1.6764, 80, 400, -0.4997, 2.3983, 0.8071, -1.4258, -1.3929, 1.3059, -1.0911, -0.1590, 0.9419
6, 57.4267, 22.6089, 10, 1.6764, 80, 400, -0.4998, 2.3983, 0.8071, -1.4178, -1.3725, 1.2951, -1.0825, -0.1579, 0.9473
7, 62.3522, 24.5481, 10, 1.6764, 80, 400, -0.4997, 2.3983, 0.8069, -1.4360, -1.4096, 1.3186, -0.9711, 0.2110, 0.8272
8, 48.9728, 19.2806, 10, 1.6764, 80, 400, -0.4997, 2.3983, 0.8071, -1.4338, -1.3933, 1.3082, -1.1672, -0.4010, 1.0452
9, 53.5851, 21.0965, 10, 1.6764, 80, 400, -0.4998, 2.3984, 0.8067, -1.4235, -1.3704, 1.2943, -1.1541, -0.3572, 1.0141
10, 55.2153, 21.7383, 10, 1.6764, 80, 400, -0.4997, 2.3983, 0.8070, -1.4383, -1.4206, 1.3241, -1.1497, -0.3511, 1.0191
