trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 4.7699, 1.8779, 10, 1.6256, 80, 100, -1.4985, 2.4225, 0.7975, -1.5318, 1.6987, 1.1130, -1.5260, 2.3634, 0.8619
2, 4.4466, 1.7506, 10, 1.6256, 80, 100, -1.4973, 2.4230, 0.7975, -1.5326, 1.7091, 1.1047, -1.5269, 2.4000, 0.8420
3, 4.1078, 1.6172, 10, 1.6256, 80, 100, -1.4980, 2.4229, 0.7976, -1.5347, 1.7134, 1.0980, -1.5345, 2.4214, 0.8185
4, 6.2827, 2.4735, 10, 1.6256, 80, 100, -1.4971, 2.4230, 0.7976, -1.5269, 1.7403, 1.0713, -1.5355, 2.2394, 0.9072
5, 2.7289, 1.0744, 10, 1.6256, 80, 100, -1.4972, 2.4229, 0.7978, -1.5337, 1.6635, 1.1307, -1.5184, 2.4360, 0.8108
6, 9.6364, 3.7939, 10, 1.6256, 80, 100, -1.4973, 2.4229, 0.7976, -1.5277, 1.7275, 1.0881, -1.5393, 2.2321, 0.9409
7, 3.8683, 1.5230, 10, 1.6256, 80, 100, -1.4971, 2.4230, 0.7977, -1.5255, 1.7276, 1.0777, -1.5294, 2.2928, 0.8673
8, 2.5123, 0.9891, 10, 1.6256, 80, 100, -1.4975, 2.4228, 0.7976, -1.5254, 1.6899, 1.1041, -1.5173, 2.3305, 0.8521
9, 1.1939, 0.4700, 10, 1.6256, 80, 100, -1.4973, 2.4231, 0.7977, -1.5287, 1.6427, 1.1417, -1.5083, 2.4551, 0.7860
10, 5.8285, 2.2947, 10, 1.6256, 80, 100, -1.4974, 2.4231, 0.7977, -1.5170, 1.7262, 1.0834, -1.5164, 2.2486, 0.9127
