trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 33.7393, 13.2832, 10, 1.6764, 80, 500, -0.5012, 2.3984, 0.8058, -1.4029, -2.2105, 1.2250, -1.3383, -1.7689, 1.1610
2, 50.3626, 19.8278, 10, 1.6764, 80, 500, -0.5012, 2.3985, 0.8053, -1.4218, -2.2749, 1.2612, -1.3162, -1.6258, 1.1309
3, 53.9603, 21.2442, 10, 1.6764, 80, 500, -0.5014, 2.3984, 0.8056, -1.4231, -2.2818, 1.2627, -1.3129, -1.6173, 1.1231
4, 33.5840, 13.2221, 10, 1.6764, 80, 500, -0.5012, 2.3984, 0.8058, -1.4121, -2.2352, 1.2405, -1.3502, -1.7826, 1.1795
5, 48.0563, 18.9198, 10, 1.6764, 80, 500, -0.5013, 2.3984, 0.8055, -1.4279, -2.2932, 1.2681, -1.3233, -1.6601, 1.1435
6, 73.0332, 28.7532, 10, 1.6764, 80, 500, -0.5013, 2.3984, 0.8055, -1.4408, -2.3387, 1.2899, -1.2499, -1.3068, 1.0214
7, 55.0781, 21.6843, 10, 1.6764, 80, 500, -0.5012, 2.3984, 0.8058, -1.4387, -2.3094, 1.2754, -1.3239, -1.6290, 1.1296
8, 63.3322, 24.9339, 10, 1.6764, 80, 500, -0.5012, 2.3984, 0.8056, -1.4396, -2.3168, 1.2778, -1.3062, -1.5588, 1.0996
9, 53.8973, 21.2194, 10, 1.6764, 80, 500, -0.5011, 2.3984, 0.8057, -1.4307, -2.2918, 1.2637, -1.3031, -1.5485, 1.1068
10, 70.9852, 27.9469, 10, 1.6764, 80, 500, -0.5003, 2.3988, 0.8049, -1.4476, -2.3691, 1.3026, -1.2467, -1.2784, 1.0227
