trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 77.1705, 30.3821, 10, 1.6764, 80, 500, -0.5056, 2.4045, 0.8047, -1.4701, -2.2873, 1.2645, -1.4380, -1.9688, 1.2737
2, 153.4090, 60.3972, 10, 1.6764, 80, 500, -0.5054, 2.4046, 0.8046, -1.4561, -2.2196, 1.2326, -1.4461, -2.0059, 1.2760
3, 32.8507, 12.9333, 10, 1.6764, 80, 500, -0.5054, 2.4045, 0.8047, -1.4913, -2.3758, 1.2975, -1.4167, -1.8337, 1.2369
4, 50.4103, 19.8466, 10, 1.6764, 80, 500, -0.5065, 2.4042, 0.8053, -1.4753, -2.3069, 1.2699, -1.4233, -1.8687, 1.2545
5, 60.7703, 23.9253, 10, 1.6764, 80, 500, -0.5055, 2.4045, 0.8047, -1.4738, -2.3170, 1.2724, -1.4293, -1.9339, 1.2703
6, 145.6515, 57.3431, 10, 1.6764, 80, 500, -0.5055, 2.4046, 0.8048, -1.4565, -2.2563, 1.2489, -1.4437, -2.0355, 1.2896
7, 71.1514, 28.0124, 10, 1.6764, 80, 500, -0.5056, 2.4045, 0.8048, -1.4752, -2.3355, 1.2770, -1.4386, -1.9926, 1.2820
8, 88.7434, 34.9383, 10, 1.6764, 80, 500, -0.5054, 2.4045, 0.8045, -1.4696, -2.3001, 1.2614, -1.4394, -1.9954, 1.2793
9, 28.6895, 11.2951, 10, 1.6764, 80, 500, -0.5054, 2.4046, 0.8046, -1.4945, -2.3982, 1.2990, -1.4049, -1.7976, 1.2253
10, 50.0617, 19.7093, 10, 1.6764, 80, 500, -0.5062, 2.4042, 0.8051, -1.4739, -2.2994, 1.2616, -1.4225, -1.8802, 1.2492
