trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 32.8583, 12.9364, 10, 1.6764, 80, 100, -0.4998, 2.3983, 0.8060, -0.8119, 1.9489, 0.8220, -1.3333, 1.4878, 1.3335
2, 31.2721, 12.3119, 10, 1.6764, 80, 100, -0.4988, 2.3984, 0.8064, -0.6212, 2.1461, 0.6305, -1.3432, 1.4797, 1.3414
3, 35.8273, 14.1052, 10, 1.6764, 80, 100, -0.4987, 2.3984, 0.8065, -0.8895, 1.8810, 0.8764, -1.3257, 1.4966, 1.3271
4, 39.6150, 15.5965, 10, 1.6764, 80, 100, -0.4991, 2.3985, 0.8062, -0.9792, 1.7875, 0.9567, -1.3213, 1.4969, 1.3228
5, 41.2313, 16.2328, 10, 1.6764, 80, 100, -0.4990, 2.3983, 0.8066, -0.9809, 1.7793, 0.9563, -1.3090, 1.5073, 1.3122
6, 42.8578, 16.8732, 10, 1.6764, 80, 100, -0.4998, 2.3983, 0.8061, -0.9819, 1.7874, 0.9489, -1.2769, 1.5453, 1.2847
7, 48.4094, 19.0588, 10, 1.6764, 80, 100, -0.4981, 2.3987, 0.8056, -1.0396, 1.7257, 1.0021, -1.2675, 1.5494, 1.2788
8, 41.3186, 16.2672, 10, 1.6764, 80, 100, -0.4991, 2.3983, 0.8064, -0.9818, 1.7828, 0.9541, -1.2972, 1.5164, 1.3029
9, 41.4754, 16.3289, 10, 1.6764, 80, 100, -0.4990, 2.3984, 0.8064, -0.9658, 1.7964, 0.9334, -1.3125, 1.5038, 1.3159
10, 43.6847, 17.1987, 10, 1.6764, 80, 100, -0.4991, 2.3985, 0.8062, -0.9654, 1.8015, 0.9302, -1.2449, 1.5741, 1.2556
