trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 36.4578, 14.3535, 10, 1.6256, 80, 200, -1.4973, 2.4229, 0.7976, -1.5840, 0.5670, 1.2476, -1.5935, 0.7990, 1.2322
2, 61.3557, 24.1558, 10, 1.6256, 80, 200, -1.4976, 2.4227, 0.7977, -1.5735, 0.9707, 1.0513, -1.5988, 0.6583, 1.2660
3, 31.4584, 12.3852, 10, 1.6256, 80, 200, -1.4975, 2.4231, 0.7976, -1.5410, 1.9850, 0.6550, -1.5977, 0.6473, 1.2727
4, 103.8136, 40.8715, 10, 1.6256, 80, 200, -1.4973, 2.4230, 0.7975, -1.6497, 0.9967, 1.1952, -1.6516, 1.0224, 1.1521
5, 29.7561, 11.7150, 10, 1.6256, 80, 200, -1.4974, 2.4229, 0.7976, -1.5300, 1.9875, 0.6690, -1.5929, 0.6110, 1.2935
6, 34.6384, 13.6372, 10, 1.6256, 80, 200, -1.4977, 2.4227, 0.7977, -1.5369, 1.6198, 0.8051, -1.5910, 0.6559, 1.2769
7, 50.8593, 20.0234, 10, 1.6256, 80, 200, -1.4976, 2.4227, 0.7982, -1.5556, 1.0833, 1.0171, -1.5893, 0.6680, 1.2691
8, 80.3107, 31.6184, 10, 1.6256, 80, 200, -1.4976, 2.4228, 0.7976, -1.5646, 0.8581, 1.1117, -1.5915, 0.6829, 1.2659
9, 58.4039, 22.9936, 10, 1.6256, 80, 200, -1.4979, 2.4228, 0.7978, -1.5597, 0.9855, 1.0597, -1.5906, 0.6770, 1.2662
10, 68.5104, 26.9726, 10, 1.6256, 80, 200, -1.4976, 2.4230, 0.7978, -1.5667, 0.9063, 1.0950, -1.5919, 0.6816, 1.2662
