trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 43.7489, 17.2240, 10, 1.6764, 80, 300, -1.4977, 2.4227, 0.7979, -1.5200, -0.3991, 1.3143, -1.5145, 1.3232, 0.7167
2, 24.5199, 9.6535, 10, 1.6764, 80, 300, -1.4976, 2.4226, 0.7978, -1.5134, -0.3759, 1.3024, -1.5237, 0.4222, 1.0877
3, 34.1400, 13.4409, 10, 1.6764, 80, 300, -1.4976, 2.4227, 0.7976, -1.5139, -0.3763, 1.3066, -1.5155, 1.0246, 0.8733
4, 33.5611, 13.2130, 10, 1.6764, 80, 300, -1.4976, 2.4226, 0.7976, -1.5114, -0.3858, 1.3088, -1.5184, 0.5725, 1.0152
5, 36.6914, 14.4454, 10, 1.6764, 80, 300, -1.4978, 2.4227, 0.7979, -1.5118, -0.3839, 1.3056, -1.5228, 0.6389, 0.9813
6, 31.2010, 12.2839, 10, 1.6764, 80, 300, -1.4976, 2.4227, 0.7976, -1.5086, -0.3884, 1.3037, -1.5260, 0.5692, 1.0227
7, 25.4103, 10.0041, 10, 1.6764, 80, 300, -1.4976, 2.4226, 0.7977, -1.5094, -0.3885, 1.3025, -1.5346, 0.4065, 1.0912
8, 32.6387, 12.8499, 10, 1.6764, 80, 300, -1.4979, 2.4227, 0.7977, -1.5104, -0.3931, 1.3038, -1.5335, 0.6289, 0.9997
9, 33.6977, 13.2668, 10, 1.6764, 80, 300, -1.4979, 2.4227, 0.7977, -1.5088, -0.4032, 1.3085, -1.5304, 0.6978, 0.9748
10, 34.1047, 13.4270, 10, 1.6764, 80, 300, -1.4975, 2.4227, 0.7977, -1.5105, -0.4088, 1.3104, -1.5410, 0.3325, 1.0895
