trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 11.4439, 4.5055, 10, 1.6764, 80, 200, -1.4992, 2.4218, 0.7964, -1.5119, 1.5882, 1.2046, -1.2394, 5.6814, -1.4282
2, 8.4486, 3.3262, 10, 1.6764, 80, 200, -1.4993, 2.4218, 0.7963, -1.5049, 1.6137, 1.1774, -1.4675, 2.5210, 0.6449
3, 4.2866, 1.6877, 10, 1.6764, 80, 200, -1.4993, 2.4218, 0.7961, -1.5026, 1.6257, 1.1666, -1.4867, 2.3000, 0.8145
4, 9.2293, 3.6336, 10, 1.6764, 80, 200, -1.4938, 2.4188, 0.7984, -1.5058, 1.6009, 1.1883, -1.4505, 2.9104, 0.3957
5, 8.0087, 3.1530, 10, 1.6764, 80, 200, -1.4937, 2.4186, 0.7983, -1.4985, 1.6554, 1.1343, -1.4745, 2.5311, 0.6453
6, 9.8022, 3.8591, 10, 1.6764, 80, 200, -1.4936, 2.4186, 0.7983, -1.5044, 1.6270, 1.1611, -1.4549, 2.8357, 0.4362
7, 2.3709, 0.9334, 10, 1.6764, 80, 200, -1.4939, 2.4186, 0.7983, -1.4997, 1.6473, 1.1389, -1.4923, 2.1969, 0.8779
8, 5.3941, 2.1237, 10, 1.6764, 80, 200, -1.4939, 2.4187, 0.7984, -1.5071, 1.5877, 1.1915, -1.4875, 2.2995, 0.8029
9, 10.1359, 3.9905, 10, 1.6764, 80, 200, -1.4940, 2.4187, 0.7984, -1.5126, 1.5752, 1.2044, -1.4482, 3.2604, 0.1563
10, 11.0654, 4.3565, 10, 1.6764, 80, 200, -1.4937, 2.4186, 0.7985, -1.5018, 1.6190, 1.1621, -1.4366, 3.0127, 0.3089
