trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 24.0563, 9.4710, 10, 1.6764, 80, 100, -2.8883, 2.4005, 0.7914, -1.8085, 1.5888, 1.2814, -3.0882, 2.6270, 0.3536
2, 26.4716, 10.4219, 10, 1.6764, 80, 100, -2.8884, 2.4003, 0.7919, -1.8155, 1.6016, 1.2637, -2.9983, 2.5497, 0.3877
3, 24.5839, 9.6787, 10, 1.6764, 80, 100, -2.8886, 2.4006, 0.7914, -1.8256, 1.6049, 1.2556, -2.7141, 2.3080, 0.6214
4, 28.3486, 11.1609, 10, 1.6764, 80, 100, -2.8627, 2.3918, 0.7983, -1.8220, 1.6015, 1.2617, -5.7569, 4.8415, -1.8189
5, 23.8333, 9.3832, 10, 1.6764, 80, 100, -2.8627, 2.3917, 0.7985, -1.8299, 1.6115, 1.2468, -2.8677, 2.4307, 0.5120
6, 22.7193, 8.9446, 10, 1.6764, 80, 100, -2.8881, 2.4004, 0.7913, -1.8334, 1.6165, 1.2379, -2.6352, 2.2398, 0.6952
7, 23.4851, 9.2461, 10, 1.6764, 80, 100, -2.8880, 2.4003, 0.7916, -1.8195, 1.6043, 1.2515, -2.6667, 2.2781, 0.6640
8, 24.3208, 9.5751, 10, 1.6764, 80, 100, -2.8891, 2.3995, 0.7912, -1.8375, 1.6205, 1.2306, -2.6407, 2.2482, 0.6744
9, 23.0728, 9.0838, 10, 1.6764, 80, 100, -2.8889, 2.3994, 0.7912, -1.8366, 1.6186, 1.2308, -2.6287, 2.2338, 0.6956
10, 27.5022, 10.8276, 10, 1.6764, 80, 100, -2.8862, 2.3987, 0.7914, -1.8028, 1.5904, 1.2676, -3.2924, 2.7924, 0.1493
