trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 4.3412, 1.7091, 10, 1.6764, 80, 100, -1.4991, 2.4218, 0.7962, -1.5059, 1.6190, 1.2031, -1.4848, 2.2849, 0.8280
2, 4.5875, 1.8061, 10, 1.6764, 80, 100, -1.4993, 2.4217, 0.7963, -1.5085, 1.6117, 1.2115, -1.4779, 2.4800, 0.7146
3, 0.7073, 0.2785, 10, 1.6764, 80, 100, -1.4993, 2.4217, 0.7963, -1.5023, 1.6645, 1.1654, -1.4961, 2.1872, 0.9077
4, 1.2967, 0.5105, 10, 1.6764, 80, 100, -1.4995, 2.4218, 0.7965, -1.5071, 1.6368, 1.1863, -1.4932, 2.2173, 0.8925
5, 0.9272, 0.3650, 10, 1.6764, 80, 100, -1.4995, 2.4218, 0.7966, -1.5051, 1.6437, 1.1776, -1.4958, 2.1447, 0.9302
6, 0.3744, 0.1474, 10, 1.6764, 80, 100, -1.4992, 2.4218, 0.7964, -1.5056, 1.6458, 1.1779, -1.5002, 2.1353, 0.9394
7, 11.3387, 4.4640, 10, 1.6764, 80, 100, -1.4993, 2.4217, 0.7963, -1.5009, 1.6715, 1.1541, -1.5119, 1.9349, 1.0684
8, 8.1207, 3.1971, 10, 1.6764, 80, 100, -1.4992, 2.4218, 0.7963, -1.5049, 1.6617, 1.1626, -1.5138, 1.9624, 1.0497
9, 3.2438, 1.2771, 10, 1.6764, 80, 100, -1.4996, 2.4218, 0.7965, -1.5023, 1.6651, 1.1589, -1.5046, 2.0210, 1.0046
10, 3.9798, 1.5668, 10, 1.6764, 80, 100, -1.4991, 2.4218, 0.7964, -1.5055, 1.6491, 1.1692, -1.5090, 2.0238, 1.0081
