trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 22.9765, 9.0459, 10, 1.6764, 80, 200, -1.4976, 2.4227, 0.7976, -1.5323, 0.6034, 1.2991, -1.5970, 1.5820, 1.1213
2, 26.6031, 10.4736, 10, 1.6764, 80, 200, -1.4978, 2.4228, 0.7978, -1.5341, 0.6059, 1.2992, -1.5889, 1.4138, 1.1715
3, 24.1092, 9.4918, 10, 1.6764, 80, 200, -1.4981, 2.4227, 0.7976, -1.5373, 0.5840, 1.3055, -1.5898, 1.4882, 1.1509
4, 28.4401, 11.1969, 10, 1.6764, 80, 200, -1.4975, 2.4228, 0.7976, -1.5378, 0.5962, 1.3031, -1.5882, 1.2852, 1.1977
5, 30.7760, 12.1165, 10, 1.6764, 80, 200, -1.4979, 2.4228, 0.7977, -1.5396, 0.6140, 1.2915, -1.5901, 1.2688, 1.2030
6, 25.0031, 9.8437, 10, 1.6764, 80, 200, -1.4976, 2.4227, 0.7978, -1.5409, 0.6047, 1.2965, -1.6009, 1.5395, 1.1395
7, 25.2293, 9.9328, 10, 1.6764, 80, 200, -1.4980, 2.4227, 0.7978, -1.5445, 0.6170, 1.2926, -1.6089, 1.5770, 1.1303
8, 24.3934, 9.6037, 10, 1.6764, 80, 200, -1.4981, 2.4228, 0.7977, -1.5402, 0.6068, 1.2921, -1.5885, 1.4663, 1.1519
9, 24.8276, 9.7746, 10, 1.6764, 80, 200, -1.4976, 2.4227, 0.7977, -1.5374, 0.5957, 1.2971, -1.5772, 1.4116, 1.1696
10, 36.1647, 14.2381, 10, 1.6764, 80, 200, -1.4977, 2.4227, 0.7976, -1.5375, 0.6111, 1.2899, -1.5889, 1.2728, 1.2247
