trial, min_dist_cm, min_dist_in, participant_id, participant_height_cm, target_height_cm, standoff_dist_cm, Tqb_x_m, Tqb_y_m, Tqb_z_m, Tpy_x_m, Tpy_y_m, Tpy_z_m, Tpp_x_m, Tpp_y_m, Tpp_z_m
1, 93.9697, 36.9959, 10, 1.6256, 80, 400, -1.4984, 2.4219, 0.7979, -1.5804, -1.4502, 1.2933, -1.6170, -1.1766, 1.3102
2, 95.1275, 37.4518, 10, 1.6256, 80, 400, -1.4983, 2.4220, 0.7978, -1.5769, -1.4597, 1.3001, -1.6047, -1.2183, 1.3188
3, 104.8390, 41.2752, 10, 1.6256, 80, 400, -1.4982, 2.4220, 0.7980, -1.5782, -1.4572, 1.2867, -1.6137, -1.2260, 1.3065
4, 164.6787, 64.8341, 10, 1.6256, 80, 400, -1.4984, 2.4221, 0.7979, -1.5850, -1.4054, 1.2708, -1.6268, -1.2142, 1.3207
5, 119.7633, 47.1509, 10, 1.6256, 80, 400, -1.4982, 2.4221, 0.7979, -1.5797, -1.4262, 1.2726, -1.6170, -1.2009, 1.3028
6, 131.1884, 51.6490, 10, 1.6256, 80, 400, -1.4982, 2.4221, 0.7979, -1.5813, -1.4261, 1.2742, -1.6166, -1.2301, 1.3060
7, 105.5632, 41.5603, 10, 1.6256, 80, 400, -1.4982, 2.4221, 0.7979, -1.5803, -1.4295, 1.2720, -1.6150, -1.1981, 1.2942
8, 105.0926, 41.3750, 10, 1.6256, 80, 400, -1.4981, 2.4221, 0.7980, -1.5801, -1.4362, 1.2689, -1.6156, -1.2081, 1.2895
9, 103.1433, 40.6076, 10, 1.6256, 80, 400, -1.4984, 2.4222, 0.7980, -1.5808, -1.4388, 1.2757, -1.6116, -1.2201, 1.2960
10, 102.4407, 40.3310, 10, 1.6256, 80, 400, -1.4983, 2.4220, 0.7978, -1.5788, -1.4250, 1.2656, -1.6078, -1.2000, 1.2887
11, 56.6963, 22.3214, 10, 1.6256, 80, 400, -1.4982, 2.4221, 0.7979, -1.5863, -1.4706, 1.2936, -1.6235, -1.1065, 1.2748
12, 51.0546, 20.1003, 10, 1.6256, 80, 400, -1.4982, 2.4220, 0.7979, -1.5726, -1.4583, 1.2900, -1.6041, -1.1063, 1.2716
13, 31.5064, 12.4041, 10, 1.6256, 80, 400, -1.4983, 2.4220, 0.7978, -1.5680, -1.4720, 1.2989, -1.6017, -0.9325, 1.2350
14, 39.0462, 15.3725, 10, 1.6256, 80, 400, -1.4983, 2.4222, 0.7981, -1.5688, -1.4568, 1.2892, -1.6012, -1.0025, 1.2526
15, 43.0110, 16.9335, 10, 1.6256, 80, 400, -1.4987, 2.4222, 0.7979, -1.5703, -1.4566, 1.2900, -1.6029, -1.0415, 1.2597
16, 42.4859, 16.7267, 10, 1.6256, 80, 400, -1.4986, 2.4220, 0.7981, -1.5736, -1.4640, 1.2922, -1.6091, -1.0273, 1.2554
17, 49.7353, 19.5808, 10, 1.6256, 80, 400, -1.4982, 2.4221, 0.7977, -1.5812, -1.4540, 1.2875, -1.6152, -1.0676, 1.2647
18, 51.9965, 20.4711, 10, 1.6256, 80, 400, -1.4984, 2.4222, 0.7979, -1.5828, -1.4505, 1.2926, -1.6149, -1.1130, 1.2718
19, 82.9162, 32.6442, 10, 1.6256, 80, 400, -1.4982, 2.4220, 0.7980, -1.5767, -1.4146, 1.2707, -1.6077, -1.1702, 1.2797
20, 63.3852, 24.9548, 10, 1.6256, 80, 400, -1.4981, 2.4221, 0.7979, -1.5720, -1.4134, 1.2757, -1.6099, -1.0613, 1.2694
